email_text,url,label
"Dear David Martin, Thank you for your subscription. You can manage preferences anytime. subscription appointment",https://example.com/dashboard,safe
"Hello Sarah Johnson, Meeting reminder: Tomorrow at 10:00. meeting information",https://account-portal.com/support,safe
Security alert: your password may have been compromised. Account team: Maria Jackson: please review now. password reset payment confirm payment billing invoice charge,http://secure-payments.verify-now.xyz/billing,phishing
"Dear Jessica Smith, Your statement is available in your dashboard. settings login activity statement information",https://newsletter.example.org/support,safe
"Dear Maria Brown, Hi Maria Brown, here are your recent updates. settings security tip notification subscription",https://example.com/dashboard,safe
"Hi Emily Thomas, Thank you for your subscription. You can manage preferences anytime. request login activity respond security tip",https://www.newsletter.example.org/news,safe
Urgent: verify your login to prevent account lock. Hi Chris Thomas — please verify today. locked account new device,http://account-update.fakebank.com/auth,phishing
"Dear Daniel Martin, Your statement is available in your dashboard. login activity request information dashboard",https://example.com/support,safe
"Dear Chris Thomas, We received your request and will respond within 1 hours. dashboard subscription meeting appointment",https://example.com/invoices,safe
Urgent: verify your login to prevent account lock. Account team: Maria Brown — please update immediately. ticket customer service confirm identity,https://verify-now.xyz/invoice/confirm,phishing
"Hi Emily Smith, Meeting reminder: Tomorrow at 14:30. login activity security tip dashboard",https://account-portal.com/support,safe
"Hello Emily Smith, Account notice: changes to your settings were successful. notification request appointment meeting",https://example.com/dashboard,safe
"Dear Michael White, Reminder: your appointment is scheduled for 18 Oct. settings preferences notification appointment",https://newsletter.example.org/support,safe
"Dear Emily Thomas, Account notice: changes to your settings were successful. updates notification settings appointment",https://www.account-portal.com/account,safe
"Hi Sophia Harris, Security tip: review your login activity in the dashboard. information preferences",https://www.service-portal.org/news,safe
"Dear Jessica Harris, Reminder: your appointment is scheduled for 17 Mar. request meeting information",https://example.com/dashboard,safe
"Action required: confirm your billing information. Hi Sarah Anderson, please review today. review confirm password reset",http://account-update.rapid-reward.club/auth,phishing
"Hi John Anderson, Account notice: changes to your settings were successful. security tip updates settings",https://secure-mail.example/support,safe
"Hi Chris Thomas, Reminder: your appointment is scheduled for 9 Jul. reminder information",https://www.account-portal.com/help/article,safe
"Dear David Harris, Your statement is available in your dashboard. preferences subscription",https://example.com/invoices,safe
"Hello David White, Security tip: review your login activity in the dashboard. meeting subscription",https://www.newsletter.example.org/account,safe
"Dear Emily Thomas, Security tip: review your login activity in the dashboard. security tip notification appointment settings",https://cloud-service.net/dashboard,safe
"Hello David Harris, Thank you for your subscription. You can manage preferences anytime. security tip preferences",https://newsletter.example.org/invoices,safe
"Hi Daniel Martin, Account notice: changes to your settings were successful. meeting reminder settings dashboard",https://account-portal.com/invoices,safe
"Hi Maria Martin, Security tip: review your login activity in the dashboard. security tip information respond",https://example.com/support,safe
"Hi Daniel Martin, Thank you for your subscription. You can manage preferences anytime. statement information",https://account-portal.com/support,safe
Urgent: verify your login to prevent account lock. Dear Daniel Taylor: please review today. account update account new device unusual activity password reset locked,https://secure-payments.net/payment-confirm,phishing
"Dear Sarah Thomas, Security tip: review your login activity in the dashboard. security tip settings meeting",https://account-portal.com/support,safe
"Hi Sophia Jackson, Your statement is available in your dashboard. information subscription dashboard respond",https://newsletter.example.org/support,safe
"Hi Chris Jackson, Thank you for your subscription. You can manage preferences anytime. information updates",https://secure-mail.example/dashboard,safe
"Security alert: your password may have been compromised. Hi Sophia Taylor, please review today. locked reward account",http://account-update.account-alerts.top/auth,phishing
"Hello Chris Smith, Thank you for your subscription. You can manage preferences anytime. security tip login activity respond",https://newsletter.example.org/invoices,safe
"Hello Chris Jackson, We received your request and will respond within 5 hours. preferences security tip notification appointment",https://newsletter.example.org/dashboard,safe
"Dear Chris Martin, We received your request and will respond within 1 hours. security tip login activity updates",https://www.company.com/account,safe
"Hi Jessica Taylor, Your statement is available in your dashboard. preferences reminder",https://www.example.com/news,safe
"Hi Sarah Martin, Thank you for your subscription. You can manage preferences anytime. information statement reminder login activity",https://example.com/calendar,safe
"Dear Sarah Anderson, Your statement is available in your dashboard. subscription meeting preferences",https://account-portal.com/invoices,safe
Action required: confirm your billing information. Dear Emily Jackson — please secure your account within 24 hours. verify immediately login password reset sign-in,http://support-center.icu/download/secure-update,phishing
"Dear Chris Taylor, Your statement is available in your dashboard. appointment settings meeting",https://example.com/invoices,safe
"Hi Maria Martin, Hi Maria Martin, here are your recent updates. security tip appointment subscription respond",https://newsletter.example.org/dashboard,safe
"Hi John Thomas, Reminder: your appointment is scheduled for 3 Oct. updates request respond reminder",https://account-portal.com/invoices,safe
"Limited time offer! Update your account to claim reward. Account team: Sarah Johnson, please confirm within 24 hours. limited time secure update redirect download review immediately",https://trusted-notice.co/payment-confirm,phishing
"Hello Maria Anderson, Account notice: changes to your settings were successful. settings updates reminder",https://newsletter.example.org/dashboard,safe
We noticed a sign-in attempt from a new device. Verify now. Account team: Sophia Anderson — please confirm today. support unusual activity ticket helpdesk customer service,http://secure-login.secure-verify.org/login,phishing
"Hello John Martin, Hi John Martin, here are your recent updates. subscription security tip",https://www.example.com/help/article,safe
Your account has been suspended. Click to verify. Dear Daniel Brown: please verify within 24 hours. account verify identity suspended,https://login-security.com/payment-confirm,phishing
"Dear Michael White, We received your request and will respond within 2 hours. notification request subscription",https://account-portal.com/support,safe
"Dear Emily Smith, Hi Emily Smith, here are your recent updates. meeting appointment respond",https://account-portal.com/calendar,safe
We noticed a sign-in attempt from a new device. Verify now. Account team: Emily Martin — please update ASAP. confirm identity support helpdesk account update customer service ticket,https://billing-confirmation.com/reset-password,phishing
"Dear Daniel Taylor, Thank you for your subscription. You can manage preferences anytime. security tip meeting reminder",https://account-portal.com/calendar,safe
"Dear Chris Thomas, Meeting reminder: Tomorrow at 10:30. information notification",https://www.example.com/account,safe
"Hi Emily Taylor, Your statement is available in your dashboard. request dashboard notification subscription",https://secure-mail.example/calendar,safe
"Hello Maria Johnson, Your statement is available in your dashboard. statement request respond",https://www.company.com/news,safe
"Dear Chris Jackson, Security tip: review your login activity in the dashboard. security tip settings reminder meeting",https://company.com/support,safe
"Dear David Smith, Thank you for your subscription. You can manage preferences anytime. reminder security tip login activity statement",https://newsletter.example.org/dashboard,safe
"Dear John Martin, Account notice: changes to your settings were successful. preferences updates security tip statement",https://account-portal.com/calendar,safe
"Hello John Jackson, Security tip: review your login activity in the dashboard. preferences appointment",https://example.com/invoices,safe
"Hi Maria Martin, Meeting reminder: Tomorrow at 18:00. settings login activity subscription",https://secure-mail.example/invoices,safe
"Hi John Harris, Account notice: changes to your settings were successful. dashboard request",https://secure-mail.example/calendar,safe
"Hi Chris Brown, Security tip: review your login activity in the dashboard. information meeting request statement",https://www.example.com/help/article,safe
"Security alert: your password may have been compromised. Hi Sophia Martin, please secure your account immediately. locked account immediately",http://helpdesk.billing-confirmation.com/verify,phishing
"Dear Michael Smith, Meeting reminder: Tomorrow at 14:30. appointment settings",https://account-portal.com/invoices,safe
"Hi Michael Jackson, Thank you for your subscription. You can manage preferences anytime. reminder respond updates settings",https://www.newsletter.example.org/account,safe
Your invoice is ready. Review and confirm payment. Hi Sophia Anderson: please update now. action required support helpdesk ticket confirm identity,http://account-update.rapid-reward.club/auth,phishing
"We detected unusual activity. Confirm your identity immediately. Hello Michael Brown, please update within 24 hours. receipt payment details confirm password reset invoice review",http://account-alerts.top/download/secure-update,phishing
"Hello John Jackson, Meeting reminder: Tomorrow at 12:45. login activity subscription",https://newsletter.example.org/invoices,safe
"Dear Daniel Harris, Security tip: review your login activity in the dashboard. login activity appointment preferences",https://www.account-portal.com/help/article,safe
"Dear David Thomas, Your statement is available in your dashboard. information updates appointment",https://secure-mail.example/invoices,safe
"Hello David Harris, Thank you for your subscription. You can manage preferences anytime. login activity meeting updates notification",https://secure-mail.example/dashboard,safe
"Hello Maria Martin, Hi Maria Martin, here are your recent updates. respond meeting preferences appointment",https://company.com/dashboard,safe
"Dear David Smith, Thank you for your subscription. You can manage preferences anytime. updates reminder information notification",https://www.service-portal.org/news,safe
We detected unusual activity. Confirm your identity immediately. Hello Jessica Anderson — please update now. payment details billing confirm payment payment,https://secure-verify.org/redirect?to=/security,phishing
"Hi David Anderson, Reminder: your appointment is scheduled for 14 Jun. updates login activity",https://account-portal.com/support,safe
"Hi Daniel Jackson, Hi Daniel Jackson, here are your recent updates. login activity notification",https://cloud-service.net/support,safe
"Dear Emily Thomas, Security tip: review your login activity in the dashboard. request login activity security tip",https://secure-mail.example/dashboard,safe
